,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
364,Toyota,35138.29,crossover,0,2.0,Petrol,yes,2016,E-Class
365,BMW,3500.0,sedan,313,2.5,Diesel,yes,1994,Pajero Sport
366,Mercedes-Benz,12800.0,other,260,2.7,Diesel,yes,2005,ML 350
367,Volkswagen,27000.0,sedan,85,2.0,Diesel,yes,2013,530
368,Volkswagen,14800.0,sedan,143,2.0,Diesel,yes,2010,T5 (Transporter)
369,Renault,2200.0,other,155,1.6,Petrol,no,2004,Megane
370,Volkswagen,2900.0,van,433,2.4,Diesel,no,1995,Vito
371,Audi,12000.0,sedan,200,6.0,Petrol,yes,2004,V 250
372,Volkswagen,41000.0,crossover,180,3.0,Diesel,yes,2013,Megane
373,Audi,16300.0,vagon,180,3.2,Petrol,yes,2006,Golf VI
374,Renault,5300.0,van,145,1.5,Other,yes,2010,318
375,Mercedes-Benz,40500.0,sedan,39,2.2,Diesel,yes,2015,Vito
376,Mercedes-Benz,4300.0,van,300,2.2,Diesel,no,2005,X5
377,Volkswagen,4000.0,crossover,137,2.5,Diesel,no,2004,Camry
378,Volkswagen,9600.0,hatch,132,1.6,Petrol,yes,2007,Prius
379,Mitsubishi,18000.0,crossover,112,3.0,Gas,yes,2008,B 180
380,Renault,11300.0,vagon,184,1.5,Diesel,yes,2011,Polo
381,Volkswagen,4999.0,hatch,131,1.4,Petrol,yes,2002,530
382,Mercedes-Benz,24999.0,sedan,112,2.2,Diesel,yes,2012,T5 (Transporter) 
383,Toyota,23300.0,crossover,93,2.7,Other,yes,2011,525
384,Toyota,14900.0,crossover,124,4.0,Petrol,yes,2006,Fluence
385,Audi,22800.0,sedan,184,2.7,Diesel,yes,2010,Camry
386,Mercedes-Benz,35500.0,sedan,137,3.0,Diesel,yes,2011,E-Class
387,Volkswagen,15000.0,other,280,2.8,Diesel,yes,2006,90
388,Toyota,8650.0,sedan,132,1.6,Petrol,yes,2008,T4 (Transporter)
389,Mitsubishi,22400.0,crossover,96,2.5,Diesel,yes,2011,Land Cruiser Prado
390,Mitsubishi,10400.0,sedan,123,2.0,Petrol,yes,2009,GLS 500
391,Audi,10500.0,vagon,198,4.2,Gas,yes,2005,Duster
392,Renault,11900.0,crossover,68,1.5,Diesel,yes,2011,Tiguan
393,BMW,36900.0,sedan,17,2.0,Petrol,yes,2013,E-Class
394,BMW,24500.0,crossover,170,3.0,Diesel,yes,2006,T5 (Transporter)
395,Volkswagen,4700.0,van,400,2.4,Diesel,yes,1999,730
396,Toyota,18100.0,hatch,30,1.6,Petrol,yes,2013,190
397,Mercedes-Benz,115000.0,sedan,47,4.6,Petrol,yes,2013,523
398,Mercedes-Benz,10900.0,sedan,217,3.2,Diesel,yes,2002,E-Class
399,BMW,7000.0,sedan,280,3.0,Petrol,yes,2001,Hiace
400,Volkswagen,9999.0,vagon,161,2.0,Diesel,yes,2008,745
401,Mitsubishi,12300.0,other,160,2.5,Diesel,yes,2008,S 320
402,Volkswagen,67622.55,crossover,0,3.0,Diesel,yes,2016,CLC 200
403,Volkswagen,18900.0,other,45,2.0,Diesel,yes,2013,Megane
404,Volkswagen,6999.0,sedan,248,1.8,Petrol,yes,2002,Land Cruiser Prado
405,Mercedes-Benz,10250.0,sedan,261,1.8,Petrol,yes,2003,Kangoo
406,Toyota,3500.0,sedan,286,1.6,Petrol,yes,2000,Q7
407,BMW,13500.0,crossover,250,3.0,Diesel,no,2006,A4
408,BMW,2450.0,sedan,328,2.5,Diesel,no,1996,A4
409,Volkswagen,7500.0,van,180,2.5,Diesel,yes,2004,Polo
410,Volkswagen,4900.0,vagon,263,2.0,Diesel,no,2007,Touareg
411,Mercedes-Benz,5000.0,vagon,248,2.0,Gas,yes,1996,Rav 4
412,BMW,29900.0,crossover,235,3.0,Diesel,yes,2009,325
413,Renault,7000.0,sedan,110,1.4,Petrol,yes,2012,Sprinter 316
414,Mitsubishi,11800.0,sedan,1,1.5,Gas,yes,2010,Passat CC
415,Mercedes-Benz,16500.0,van,223,2.2,Diesel,yes,2009,Passat B6
416,BMW,5300.0,sedan,147,2.2,Gas,no,2001,Scenic
417,Mercedes-Benz,7200.0,van,200,2.2,Diesel,yes,2004,T4 (Transporter)
418,Volkswagen,8500.0,van,230,1.9,Diesel,yes,2008,A8
419,BMW,39000.0,crossover,180,3.0,Diesel,yes,2011,Touareg
420,Volkswagen,1850.0,vagon,270,1.9,Diesel,yes,2000,A6 Allroad
421,Audi,36100.0,sedan,75,3.0,Diesel,yes,2011,Kangoo
422,Mitsubishi,3149.25,hatch,330,2.0,Gas,yes,1993,E-Class
423,Renault,5800.0,van,159,1.5,Diesel,yes,2007,Vito
424,BMW,6700.0,sedan,370,2.0,Petrol,yes,1997,Touareg
425,Renault,18988.13,crossover,0,1.5,Diesel,yes,2016,Golf V
426,Volkswagen,28660.0,van,0,1.6,Diesel,yes,2016,Pajero Wagon
427,BMW,2999.0,sedan,210,2.0,Other,no,1999,Megane
428,BMW,64500.0,crossover,1,2.0,Diesel,yes,2016,Polo
429,Toyota,21500.0,crossover,135,2.0,Gas,yes,2007,C-Class
430,BMW,85555.0,sedan,10,3.0,Diesel,yes,2015,Venza
431,Volkswagen,8650.0,van,108,1.6,Diesel,yes,2013,Fortuner
432,BMW,10600.0,sedan,1,3.0,Diesel,yes,2000,A6
433,Toyota,6900.0,hatch,109,1.3,Gas,yes,2007,E-Class
434,Mercedes-Benz,2900.0,other,248,2.0,Petrol,no,1999,LT
435,Mercedes-Benz,12250.0,other,185,2.2,Diesel,yes,2012,Corolla
436,BMW,21700.0,crossover,101,2.5,Gas,yes,2007,Pajero Sport
437,Mercedes-Benz,2000.0,sedan,320,2.2,Diesel,no,1998,Lancer X
438,Audi,9900.0,vagon,284,2.5,Diesel,yes,2004,GLS 63
439,Mercedes-Benz,5850.0,van,240,2.2,Diesel,yes,2001,A6 Allroad
440,Toyota,8200.0,vagon,204,1.4,Diesel,yes,2005,Duster
441,Renault,7300.0,vagon,200,1.5,Diesel,yes,2008,520
442,Mitsubishi,8000.0,sedan,145,2.0,Gas,yes,2007,X5
443,Renault,6600.0,van,184,1.5,Diesel,yes,2012,T4 (Transporter)
444,Mercedes-Benz,22500.0,sedan,164,1.8,Gas,yes,2012,Auris
445,Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012,S 500
446,Volkswagen,1200.0,other,300,1.4,Gas,yes,2000,E-Class
447,Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003,530
448,Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,S 350
449,Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006,Passat B6
450,Mercedes-Benz,9500.0,sedan,246,6.0,Petrol,yes,1997,L 200
451,Mitsubishi,26850.0,crossover,84,3.2,Diesel,yes,2012,Touareg
452,Audi,21900.0,crossover,183,4.2,Petrol,yes,2007,Passat B7
453,Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998,Passat B5
454,Volkswagen,6500.0,hatch,225,1.4,Petrol,yes,2000,E-Class
455,Renault,5000.0,vagon,34,1.5,Diesel,yes,2013,Corolla
456,BMW,38000.0,sedan,74,2.0,Diesel,yes,2014,X5
457,Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,525
458,Mercedes-Benz,10800.0,other,230,1.8,Petrol,yes,2006,T5 (Transporter) 
459,Toyota,18800.0,crossover,105,2.0,Gas,yes,2011,Passat B6
460,Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008,A6
461,Renault,6300.0,vagon,125,2.0,Petrol,yes,2003,E-Class
462,BMW,5000.0,other,75,1.9,Petrol,no,1998,X5
463,Toyota,28500.0,crossover,107,3.5,Gas,yes,2011,Symbol
464,BMW,13000.0,sedan,193,3.6,Petrol,yes,2003,Lancer X
465,Toyota,16999.0,crossover,157,2.7,Gas,yes,2007,Vito
466,BMW,34500.0,other,160,3.0,Diesel,yes,2011,320
467,Volkswagen,10900.0,vagon,204,2.0,Diesel,yes,2007,Vito
468,Mitsubishi,18999.0,crossover,121,3.8,Gas,yes,2008,Caddy
469,BMW,9800.0,sedan,350,3.0,Diesel,yes,2001,X5
470,Volkswagen,4300.0,vagon,298,1.8,Petrol,yes,1998,Passat B5
471,Audi,3900.0,vagon,260,2.5,Diesel,no,2003,A7
472,Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013,Galant
473,Audi,19990.0,sedan,127,2.8,Petrol,yes,2010,Kangoo
474,Renault,3400.0,van,260,2.2,Diesel,no,2005,320
475,Toyota,27800.0,sedan,157,3.5,Petrol,yes,2011,Duster
476,Volkswagen,2300.0,hatch,320,1.6,Gas,yes,1989,Colt
477,Renault,7650.0,van,151,1.5,Diesel,yes,2012,535
478,Volkswagen,10000.0,van,220,1.9,Diesel,yes,2008,Caddy
479,Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008,320
480,Audi,3800.0,sedan,270,2.5,Diesel,no,2000,X5
481,Toyota,26900.0,crossover,115,4.0,Gas,yes,2008,Land Cruiser Prado
482,Toyota,12600.0,sedan,205,2.4,Gas,yes,2006,640
483,Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012,Caddy
484,Renault,4999.0,vagon,252,1.5,Diesel,yes,2007,530
485,BMW,57777.0,other,40,4.0,Diesel,yes,2012,Yaris
486,Volkswagen,12350.0,van,167,1.4,Petrol,yes,2011,CLK 200
487,Audi,7999.0,sedan,177,2.7,Gas,yes,2003,Vito
488,BMW,21600.0,crossover,200,4.8,Other,yes,2007,X3
489,Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009,E-Class
490,Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998,A6
491,Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Vito
492,Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004,Corolla
493,Mercedes-Benz,26800.0,sedan,162,5.5,Petrol,yes,2007,T4 (Transporter) 
494,Toyota,25555.0,crossover,128,4.7,Gas,yes,2004,Megane
495,Audi,25000.0,crossover,112,3.2,Petrol,yes,2010,Lancer
496,Volkswagen,15800.0,van,194,2.0,Diesel,yes,2012,Kangoo
497,BMW,3150.0,sedan,200,2.0,Diesel,no,1999,E-Class
498,Toyota,12300.0,sedan,157,2.4,Gas,yes,2007,Sprinter 313
499,Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015,Caddy
500,Renault,6500.0,other,406,2.5,Diesel,yes,2004,T4 (Transporter)
501,Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011,Lancer X
502,BMW,8500.0,sedan,260,2.2,Gas,yes,2001,C-Class
503,Mercedes-Benz,8500.0,van,350,2.2,Diesel,yes,2004,E-Class
504,Toyota,13500.0,crossover,126,4.0,Petrol,no,2011,S 600
505,Volkswagen,2200.0,sedan,180,1.9,Diesel,no,2003,Pajero Wagon
506,Volkswagen,18500.0,vagon,125,2.0,Diesel,yes,2011,Q7
507,Toyota,8420.0,other,150,2.7,Gas,yes,2005,Polo
508,Audi,17500.0,vagon,144,2.0,Diesel,yes,2010,GLC-Class
509,Audi,9000.0,sedan,158,2.0,Gas,yes,2003,Land Cruiser 200
510,Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994,Golf IV
511,Renault,7500.0,van,200,2.2,Diesel,yes,2002,Outlander
512,Toyota,17950.0,sedan,87,2.4,Petrol,yes,2010,Logan
513,BMW,51500.0,crossover,23,3.0,Petrol,yes,2013,520
514,Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007,Passat B6
515,Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,C-Class
516,Volkswagen,17000.0,crossover,158,2.5,Diesel,yes,2007,Rav 4
517,Volkswagen,11200.0,crossover,1,4.2,Petrol,yes,2004,Lancer
518,BMW,4500.0,sedan,140,3.0,Diesel,no,2000,Laguna
519,Toyota,43999.0,other,0,2.8,Diesel,yes,2016,Z3
520,Audi,39800.0,sedan,180,4.2,Other,yes,2012,Highlander
521,BMW,6500.0,sedan,272,2.8,Petrol,yes,1996,735
522,Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011,Land Cruiser Prado
523,Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,X5
524,BMW,8200.0,sedan,241,2.0,Petrol,yes,1998,Passat B6
525,Audi,7500.0,vagon,240,2.0,Petrol,yes,2002,Pajero Wagon
526,Toyota,11550.0,sedan,95,2.4,Petrol,yes,2007,530
527,Mercedes-Benz,39500.0,sedan,30,1.6,Petrol,yes,2014,Golf III
528,Volkswagen,6200.0,sedan,161,4.2,Gas,no,2004,A6
529,BMW,17200.0,crossover,308,4.6,Gas,yes,2003,T5 (Transporter) 
530,BMW,2900.0,sedan,280,2.5,Diesel,no,1997,A6
531,Renault,14600.0,other,169,2.3,Diesel,yes,2013,Espace
532,BMW,34900.0,crossover,110,4.4,Petrol,yes,2010,Camry
533,Mercedes-Benz,7000.0,other,170,2.2,Petrol,no,2001,Golf II
534,Mercedes-Benz,32000.0,van,255,3.0,Diesel,yes,2008,523
535,Renault,7500.0,vagon,168,1.5,Diesel,yes,2005,Kangoo
536,Volkswagen,9000.0,other,217,2.5,Diesel,yes,2005,Caddy
537,Mitsubishi,7000.0,sedan,180,1.6,Gas,yes,2004,Golf Variant
538,Audi,2700.0,sedan,234,2.5,Other,no,2000,A4
539,Volkswagen,10950.0,van,165,2.0,Diesel,yes,2012,A6
540,Toyota,15500.0,sedan,120,3.5,Petrol,yes,2008,Land Cruiser Prado
541,Mercedes-Benz,8700.0,sedan,210,5.0,Petrol,yes,1997,630
542,Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,Camry
543,Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008,T5 (Transporter) 
544,Mercedes-Benz,15000.0,crossover,400,3.0,Diesel,yes,1997,Kangoo
545,Toyota,26500.0,crossover,102,2.5,Diesel,yes,2013,X6
546,Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002,Touran
547,Toyota,59900.0,crossover,90,4.5,Diesel,yes,2012,A6
548,Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013,X5
549,Mercedes-Benz,19800.0,crossover,218,3.0,Diesel,yes,2006,Lancer X
550,Volkswagen,13000.0,van,110,1.9,Diesel,yes,2009,Golf IV
551,Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,Camry
552,Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006,Passat B5
553,Audi,2550.0,sedan,370,2.5,Diesel,no,1998,S 500
554,Toyota,13500.0,sedan,144,3.5,Gas,yes,2007,Land Cruiser 100
555,Renault,10200.0,van,183,2.0,Diesel,yes,2012,Q5
556,Audi,13000.0,other,161,1.8,Gas,yes,2001,T5 (Transporter) 
557,Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,320
558,BMW,3100.0,sedan,315,2.5,Diesel,no,1998,Camry
559,BMW,9400.0,sedan,221,4.4,Gas,yes,2004,Highlander
560,Audi,10000.0,sedan,206,2.5,Diesel,yes,2003,Master
561,Mitsubishi,4200.0,sedan,270,2.0,Gas,yes,1998,Rav 4
562,Renault,7500.0,sedan,131,1.6,Petrol,yes,2009,520
563,Mercedes-Benz,38600.0,other,12,1.8,Petrol,yes,2012,Sprinter 211
564,Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008,Land Cruiser Prado
565,Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994,Passat B5
566,Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001,Passat B7
567,Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007,Tacoma
568,Mitsubishi,9450.0,sedan,125,2.0,Gas,yes,2008,A4
569,Audi,3850.0,vagon,215,2.5,Diesel,no,2002,A4
570,Renault,7800.0,vagon,170,1.5,Diesel,no,2013,Golf III
571,Audi,49700.0,crossover,80,3.0,Diesel,yes,2013,X5
572,Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006,Espace
573,Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011,Camry
574,Mitsubishi,7200.0,sedan,102,1.6,Petrol,yes,2007,X6
575,Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011,Pajero Sport
576,Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,Touran
577,Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998,Touareg
578,Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008,Touareg
579,Audi,49900.0,other,79,4.2,Petrol,yes,2007,530
580,Volkswagen,8650.0,van,238,2.5,Diesel,yes,2002,Hilux
581,Audi,8800.0,sedan,205,1.8,Petrol,yes,2003,A8
582,Mercedes-Benz,69999.0,crossover,0,2.2,Diesel,yes,2016,328
583,Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012,Passat B7
584,Toyota,15500.0,crossover,165,2.7,Gas,yes,2005,Q3
585,Audi,19500.0,crossover,175,3.6,Petrol,yes,2007,320
586,Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015,A4
587,Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004,Camry
588,BMW,12500.0,crossover,176,3.0,Gas,yes,2002,C-Class
589,Audi,4799.0,vagon,260,2.5,Diesel,no,2002,Phaeton
590,Toyota,20900.0,sedan,70,2.5,Petrol,yes,2012,X5
591,Audi,14900.0,sedan,203,2.8,Petrol,yes,2008,525
592,Toyota,12750.0,hatch,164,1.4,Diesel,yes,2012,Master
593,BMW,5900.0,hatch,243,2.0,Petrol,no,2006,X6
594,Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997,Land Cruiser 200
595,Audi,4700.0,sedan,400,2.6,Petrol,yes,1996,A6 Allroad
596,BMW,77000.0,other,64,4.4,Petrol,yes,2012,523
597,Renault,5900.0,van,250,1.9,Diesel,yes,2005,CLK 220
598,Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012,Sprinter 318
599,Audi,18400.0,vagon,151,2.0,Diesel,yes,2010,Grand Scenic
600,Renault,8000.0,hatch,50,1.6,Petrol,yes,2012,T5 (Transporter)
601,Mercedes-Benz,5000.0,sedan,382,2.0,Petrol,yes,1994,Lancer
602,Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009,GLS 63
603,Mercedes-Benz,18900.0,other,111,2.5,Petrol,yes,2009,A6
604,Toyota,20500.0,crossover,139,4.0,Gas,yes,2005,Caddy
605,Volkswagen,2500.0,vagon,232,1.6,Petrol,no,2001,Camry
606,Renault,9000.0,vagon,179,1.5,Diesel,yes,2010,S 500
607,Renault,7700.0,sedan,100,1.6,Gas,yes,2008,Vito
608,Audi,32300.0,hatch,54,2.8,Petrol,yes,2011,Pajero Wagon
609,Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014,Sprinter 212
610,Renault,6200.0,sedan,246,1.4,Petrol,yes,2005,Hilux
611,Audi,4000.0,sedan,400,2.0,Petrol,yes,1992,C-Class
612,Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Land Cruiser 200
613,Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999,Land Cruiser 76
614,BMW,65393.25,crossover,0,2.0,Diesel,yes,2016,ML 280
615,Renault,9000.0,van,158,2.0,Diesel,yes,2012,T5 (Transporter)
616,Audi,8500.0,sedan,253,2.5,Diesel,yes,2001,A6
617,Renault,5900.0,hatch,171,1.5,Other,yes,2005,Colt
618,Mitsubishi,5100.0,hatch,250,1.3,Gas,yes,2006,A6
619,Mercedes-Benz,40500.0,sedan,108,5.5,Petrol,yes,2010,Camry
620,Audi,8600.0,sedan,154,1.8,Petrol,yes,2001,Trafic
621,Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005,TT
622,Volkswagen,17900.0,other,123,1.8,Petrol,yes,2010,Phaeton
623,BMW,34400.0,crossover,37,2.0,Diesel,yes,2013,525
624,BMW,13500.0,sedan,138,2.5,Petrol,yes,2004,745
625,Renault,9600.0,van,175,2.0,Diesel,yes,2007,A6
626,Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004,Galant
627,Mercedes-Benz,22000.0,other,53,3.0,Petrol,yes,2007,Megane
628,Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005,E-Class
629,Toyota,18800.0,sedan,47,2.4,Petrol,yes,2009,Auris
630,Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007,Kangoo
631,Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013,Land Cruiser 80
632,Audi,11300.0,sedan,202,2.7,Diesel,no,2008,CL 63 AMG
633,Volkswagen,13500.0,van,43,2.0,Diesel,yes,2014,S 320
634,Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007,Lancer
635,Toyota,16500.0,other,130,2.7,Gas,yes,2004,Lancer
636,BMW,19000.0,crossover,215,3.0,Diesel,yes,2006,Lancer X
637,Renault,5500.0,van,160,1.5,Diesel,yes,2005,A6
638,BMW,39999.0,sedan,45,3.0,Petrol,yes,2011,Megane
639,Toyota,15500.0,sedan,140,2.4,Gas,yes,2007,Q7
640,Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006,Galant
641,Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001,Rav 4
642,Renault,7150.0,vagon,1,1.5,Diesel,yes,2005,Lancer
643,BMW,10500.0,hatch,220,2.0,Petrol,yes,2005,X6 M
644,Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012,T6 (Transporter) 
645,Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014,Corolla
646,BMW,2222.0,sedan,268,1.8,Petrol,no,1996,Passat B5
647,BMW,2900.0,vagon,236,2.0,Diesel,no,2001,Pajero Wagon
648,Volkswagen,4600.0,hatch,1,1.8,Gas,yes,1996,R8
649,Mercedes-Benz,3200.0,sedan,198,2.0,Gas,yes,1992,T4 (Transporter)
650,Mitsubishi,19400.0,crossover,78,2.4,Petrol,yes,2012,A4
651,Renault,4000.0,sedan,215,1.9,Diesel,no,2005,GLE-Class
652,BMW,65099.0,crossover,0,2.0,Diesel,yes,2016,Polo
653,BMW,53999.0,sedan,80,2.99,Diesel,yes,2012,Land Cruiser Prado
654,Renault,9200.0,vagon,155,1.5,Diesel,yes,2010,Q7
655,Mercedes-Benz,109999.0,van,0,2.2,Diesel,yes,2016,Camry
656,Mercedes-Benz,23500.0,van,170,2.2,Diesel,yes,2011,T5 (Transporter)
657,Audi,4800.0,sedan,390,2.6,Petrol,yes,1993,X5
658,Toyota,13500.0,sedan,100,2.4,Petrol,yes,2007,A6 Allroad
659,Toyota,8700.0,sedan,131,1.6,Gas,yes,2007,Camry
660,Mercedes-Benz,12300.0,sedan,423,5.0,Gas,yes,1997,A6
661,Mitsubishi,7900.0,other,148,1.8,Petrol,yes,2003,Auris
662,Volkswagen,10700.0,van,153,2.0,Diesel,yes,2010,116
663,Renault,6800.0,van,185,1.6,Other,yes,2006,E-Class
664,Renault,8500.0,van,157,1.5,Diesel,no,2013,A6
665,Mitsubishi,18700.0,crossover,97,3.2,Diesel,yes,2009,A6
666,BMW,1900.0,vagon,285,2.5,Diesel,no,1997,M6
667,Mercedes-Benz,15500.0,van,75,2.0,Diesel,yes,2011,Trafic
668,Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008,Passat CC
669,Mercedes-Benz,47300.0,sedan,121,3.0,Diesel,yes,2012,A4
670,BMW,5000.0,sedan,400,2.5,Petrol,yes,1991,S 63 AMG
671,Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008,Sandero
672,Volkswagen,14800.0,sedan,85,1.4,Petrol,yes,2013,E-Class
673,Mercedes-Benz,6400.0,van,290,2.2,Diesel,yes,1999,Lancer X
674,Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011,C-Class
675,Mercedes-Benz,11700.0,van,211,2.2,Diesel,yes,2007,Land Cruiser Prado
676,Volkswagen,6500.0,vagon,101,2.0,Diesel,yes,2011,Golf IV
677,Volkswagen,4999.0,sedan,145,2.0,Petrol,yes,2000,Megane
678,Volkswagen,1900.0,hatch,100,1.6,Petrol,yes,1989,Megane
679,Renault,8999.0,vagon,100,1.5,Diesel,yes,2009,A6
680,Volkswagen,12700.0,van,164,1.6,Diesel,yes,2012,V 250
681,Mercedes-Benz,2200.0,sedan,168,2.0,Petrol,no,1994,Megane
682,BMW,32500.0,vagon,65,2.0,Petrol,yes,2014,100
683,Volkswagen,16800.0,vagon,149,1.4,Gas,yes,2013,Corolla
684,Mercedes-Benz,8999.0,van,360,2.2,Diesel,yes,2006,CLK 320
685,Audi,2500.0,sedan,407,2.8,Gas,no,1999,V 250
686,BMW,37000.0,sedan,95,4.4,Petrol,yes,2011,A6
687,Volkswagen,19500.0,sedan,82,1.8,Petrol,yes,2011,Caddy
688,Volkswagen,10900.0,van,240,2.5,Diesel,yes,2007,X5
689,BMW,36500.0,sedan,33,2.0,Diesel,yes,2014,Trafic
690,Renault,7300.0,van,154,1.5,Diesel,yes,2012,A8
691,BMW,17500.0,vagon,125,3.0,Diesel,yes,2006,A6
692,Audi,24500.0,sedan,122,4.0,Diesel,yes,2008,Megane
693,Toyota,15500.0,crossover,146,2.4,Gas,yes,2008,Colt
694,Mitsubishi,25000.0,crossover,0,2.0,Petrol,yes,2016,S 500
695,Mercedes-Benz,11900.0,sedan,167,1.8,Petrol,yes,2005,A6
696,Mercedes-Benz,8000.0,van,40,2.9,Diesel,yes,1999,Lancer
697,Mitsubishi,16900.0,crossover,126,3.0,Gas,yes,2008,Passat CC
698,Toyota,8800.0,crossover,205,2.0,Petrol,yes,2002,X1
699,BMW,13000.0,sedan,220,2.5,Petrol,yes,2005,525
700,Renault,7500.0,van,43,1.5,Diesel,yes,2013,Trafic
701,Toyota,8300.0,sedan,140,3.0,Petrol,yes,2002,SLK 200
702,Toyota,18700.0,crossover,250,4.7,Gas,yes,2004,CLK 280
703,Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016,Touareg
704,Mercedes-Benz,16500.0,sedan,190,2.2,Diesel,yes,2007,535
705,Mitsubishi,13900.0,crossover,127,3.0,Petrol,yes,2008,Camry
706,Audi,1350.0,vagon,400,1.9,Diesel,no,1994,Polo
707,Toyota,20859.15,crossover,1,2.0,Petrol,yes,2016,Auris
708,Mitsubishi,28800.0,crossover,100,3.2,Diesel,yes,2013,A6
709,Mercedes-Benz,34900.0,crossover,64,2.2,Diesel,yes,2013,T5 (Transporter) 
710,BMW,37500.0,other,45,2.0,Petrol,yes,2013,Camry
711,Mercedes-Benz,19700.0,sedan,220,2.2,Diesel,yes,2009,Land Cruiser Prado
712,Mercedes-Benz,12800.0,other,116,2.2,Diesel,yes,2013,X5
713,Renault,4600.0,van,265,1.5,Diesel,yes,2008,Kangoo
714,Mercedes-Benz,17977.0,van,322,3.0,Diesel,yes,2007,535
715,Volkswagen,11962.0,sedan,0,1.6,Petrol,yes,2015,Camry
716,Volkswagen,12500.0,vagon,195,1.6,Diesel,yes,2013,Pajero Sport
717,Volkswagen,9200.0,van,268,2.5,Diesel,yes,2003,Passat B5
718,Mercedes-Benz,28500.0,sedan,148,2.2,Diesel,yes,2011,Megane
719,Volkswagen,16950.0,sedan,38,2.0,Diesel,yes,2014,118
720,Mercedes-Benz,24750.0,sedan,212,5.5,Petrol,yes,2006,E-Class
721,Mercedes-Benz,57000.0,crossover,3,2.2,Diesel,yes,2015,Camry
722,Toyota,11300.0,hatch,87,1.0,Petrol,yes,2009,C-Class
723,Mercedes-Benz,51000.0,sedan,119,4.7,Petrol,yes,2012,ML 63 AMG
724,Audi,3000.0,vagon,270,1.9,Diesel,no,2001,318
725,Toyota,9800.0,other,250,1.8,Petrol,yes,2000,320
726,Volkswagen,12850.0,crossover,200,2.5,Diesel,yes,2006,Golf III
727,BMW,52300.0,sedan,55,3.0,Diesel,yes,2013,190
